interaction_id,lead_id,session_id,visitor_id,timestamp,page_name,page_category,page_url,page_depth,event_type,event_name,event_value,button_name,button_location,cta_type,form_name,form_step,form_completed,session_duration_seconds,time_on_page_seconds,scroll_depth_percent,click_count,mouse_activity_score,device_type,browser,operating_system,screen_size,traffic_source,utm_source,utm_medium,utm_campaign,referrer_type,session_number,is_return_visitor,previous_session_gap_days,funnel_stage
INT-048636,LEAD-00144,S-2BCCD5BB968F,V-F6D4B35850,2026-03-15 07:52:06,Pricing,pricing,/pricing,5,track,pricing_page_view,0.62,View Pricing,hero,inline,,,False,1295.0,82,20,8,0.82,Mobile,,iOS 17,414x896,google,google,cpc,retargeting,,7,True,1.0,Evaluation
INT-030800,LEAD-01957,S-F5D0684D7A41,V-B939E3B9CF,2026-02-25 00:11:39,Resources,resources,/resources,2,track,resource_view,0.08,Download PDF,hero,,,,False,333.0,33,47,10,0.79,Desktop,Firefox,Linux,2560x1440,organic,google,organic,,search,5,True,1.0,Consideration
INT-015825,LEAD-01315,S-F10055025ECC,V-84E9121C70,2026-03-09 13:24:59,About,about,/about,2,track,page_view,0.03,Try Free,navbar,banner,,,False,1615.0,280,88,4,0.34,Desktop,Chrome,macOS Sonoma,2560x1440,instagram,instagram,social,healthcare_mar,social,6,True,11.0,Evaluation
INT-064704,LEAD-01552,S-48121C9B0FF1,V-8D9CB6FBE4,2026-05-27 07:51:59,Free Trial,conversion,/free-trial,6,track,page_view,0.03,Try Free,sidebar,inline,free_trial_form,2.0,False,1078.0,175,81,5,0.62,Mobile,Chrome,Android 13,414x896,direct,,,enterprise_q1,social,9,True,16.0,Decision
INT-026449,LEAD-01100,S-034A53A6B503,V-45CF51583D,2026-03-15 04:11:35,Features,product,/features,3,track,page_view,0.06,Get Started,hero,secondary,,,False,388.0,256,43,2,0.91,Tablet,,Android 14,1024x768,facebook,facebook,social,bfsi_jan,email,1,False,,Awareness
INT-053092,LEAD-01822,S-E6BB216CA519,V-A41EB7C741,2026-05-02 04:03:59,Contact,conversion,/contact,5,track,page_view,0.01,Contact Sales,hero,,contact_form,1.0,False,1156.0,285,17,4,0.74,Mobile,Edge,iOS 16,414x896,email_campaign,newsletter,email,healthcare_mar,,4,True,5.0,Consideration
INT-014609,LEAD-01608,S-4AA753FC1C3D,V-8554932691,2026-01-30 09:21:29,Blog,blog,/blog,2,track,blog_read,0.16,View Pricing,hero,banner,,,False,554.0,41,25,2,0.87,Mobile,Safari,iOS 17,375x667,referral,partner,referral,enterprise_q1,email,11,True,3.0,Awareness
INT-068231,LEAD-01214,S-8111D727DCE4,V-AAF5DEA394,2026-01-24 04:40:50,Free Trial,conversion,/free-trial,6,track,free_trial_start,0.75,Try Free,hero,primary,free_trial_form,3.0,True,1629.0,134,33,7,0.31,Mobile,Chrome,Android 13,414x896,direct,instagram,social,enterprise_q1,,7,True,3.0,Decision
INT-062589,LEAD-01688,S-91E6DFD0B8BF,V-0CF37007F0,2026-02-27 03:18:56,Features,product,/features,3,track,page_view,0.04,Watch Demo,hero,,,,False,1488.0,97,77,6,0.45,Desktop,Edge,Linux,1366x768,referral,partner,referral,startup_founders,search,6,True,12.0,Consideration
INT-034900,LEAD-01174,S-139D9B13E9C6,V-2CB6CC836F,2026-05-07 12:36:19,Free Trial,conversion,/free-trial,6,track,page_view,0.08,Try Free,,banner,free_trial_form,3.0,False,1385.0,131,73,3,0.56,Mobile,Chrome,Android 14,360x780,facebook,facebook,social,product_launch,referral,6,True,1.0,Consideration
INT-009190,LEAD-00775,S-815A5C620E8C,V-06F8834D55,2026-03-29 05:03:34,Contact,conversion,/contact,5,track,contact_form_submit,0.95,Contact Sales,hero,secondary,contact_form,1.0,True,382.0,128,63,8,0.88,Mobile,Firefox,Android 14,375x667,linkedin,linkedin,social,startup_founders,referral,9,True,1.0,Decision
INT-012678,LEAD-00140,S-88378E03E27B,V-BE3C8EF7C7,2026-02-11 21:51:14,Webinar,events,/webinar,3,track,page_view,0.02,Register Now,sidebar,inline,webinar_register_form,3.0,False,704.0,100,63,2,0.79,Desktop,Firefox,macOS Sonoma,2560x1440,direct,google,cpc,retargeting,search,4,True,1.0,Consideration
INT-058212,LEAD-01595,S-E17D68A30C1C,V-A9813EE762,2026-04-03 12:36:00,Resources,resources,/resources,2,track,document_download,0.42,Download PDF,,secondary,,,False,1306.0,229,14,10,0.63,Mobile,Chrome,Android 13,414x896,direct,,,retargeting,social,11,True,3.0,Evaluation
INT-048297,LEAD-01611,S-DF7F9041DD91,V-AA909E13F6,2026-01-26 09:59:41,Pricing,pricing,/pricing,5,track,pricing_page_view,0.89,View Pricing,navbar,,,,False,,113,89,10,0.68,Mobile,Chrome,iOS 17,414x896,referral,partner,referral,retargeting,referral,7,True,8.0,Evaluation
INT-047679,LEAD-01007,S-8796B8680C24,V-B2EA46BBF3,2026-02-10 05:02:47,Webinar,events,/webinar,3,track,page_view,0.06,Register Now,navbar,banner,webinar_register_form,2.0,False,1766.0,139,41,3,0.62,Desktop,Chrome,Windows 10,2560x1440,direct,facebook,social,startup_apr,email,3,True,12.0,Awareness
INT-059603,LEAD-01040,S-F53319F483B5,V-FD04735897,2026-03-18 05:53:59,About,about,/about,2,track,page_view,0.08,Try Free,inline,primary,,,False,617.0,187,17,2,0.56,Desktop,Chrome,Windows 11,1920x1080,facebook,facebook,social,,search,9,True,0.0,Evaluation
INT-041380,LEAD-01289,S-1B0CFFC87240,V-4A6AA4D00A,2026-05-22 01:22:40,Contact,conversion,/contact,5,track,page_view,0.04,Contact Sales,inline,primary,contact_form,2.0,False,1682.0,245,66,9,0.93,Desktop,Chrome,Linux,1440x900,instagram,instagram,social,bfsi_jan,email,1,False,,Awareness
INT-034558,LEAD-00380,S-F450F2C135FA,V-711BD099CD,2026-03-13 16:59:32,Case Studies,social_proof,/case-studies,4,track,page_view,0.02,WhatsApp Us,hero,banner,,,False,564.0,36,91,6,0.73,Mobile,Safari,iOS 16,414x896,google,google,cpc,startup_founders,referral,14,True,2.0,Decision
INT-064856,LEAD-00193,S-C58C4E3B2FBD,V-C4D4E5403E,2026-02-17 21:24:30,Home,home,/,1,track,page_view,0.08,Book a Call,inline,,,,False,243.0,190,96,5,0.96,Mobile,Chrome,iOS 16,414x896,direct,google,cpc,enterprise_q1,direct,12,True,1.0,Consideration
INT-006294,LEAD-00204,S-50690E317F6A,V-2E25ED6B09,2026-03-23 21:42:29,Features,product,/features,3,track,page_view,0.02,WhatsApp Us,sidebar,banner,,,False,878.0,58,12,11,0.8,Mobile,Opera,Android 14,360x780,google,google,,startup_apr,referral,5,True,3.0,Consideration
INT-025370,LEAD-01614,S-3A3A02ABF7DF,V-8A53265D3D,2026-03-09 11:24:31,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.4,Try Free,hero,,,,False,1336.0,249,90,10,0.83,Mobile,Firefox,iOS 16,375x667,referral,partner,referral,startup_apr,,8,True,4.0,Evaluation
INT-050794,LEAD-01433,S-6D27CFBBA94C,V-4096B37887,2026-04-30 10:45:57,Partners,partnerships,/partners,3,track,page_view,0.01,,sidebar,banner,,,False,1363.0,110,81,4,0.35,Mobile,Firefox,Android 13,375x667,direct,,,startup_apr,referral,2,True,16.0,Awareness
INT-054229,LEAD-00349,S-10890B2E412C,V-A6D900ADD0,2026-03-22 03:26:42,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.48,Download PDF,sidebar,inline,,,False,637.0,27,42,5,0.43,Mobile,Firefox,iOS 16,375x667,google,google,cpc,enterprise_q1,email,7,True,3.0,Consideration
INT-015470,LEAD-01373,S-EECE49C1DD68,V-D38419265D,2026-01-09 20:43:58,Resources,resources,/resources,2,track,resource_view,0.08,Download PDF,navbar,secondary,,,False,,46,62,0,0.38,Desktop,Firefox,Linux,2560x1440,instagram,instagram,social,brand_awareness,search,1,False,,Awareness
INT-041339,LEAD-00379,S-05DE9B2821D0,V-99034E2E7A,2026-03-24 13:19:59,Webinar,events,/webinar,3,track,webinar_registration,0.38,Register Now,hero,inline,webinar_register_form,1.0,True,920.0,214,71,4,0.6,Desktop,Firefox,Windows 11,1920x1080,direct,google,cpc,,direct,4,True,1.0,Consideration
INT-061410,LEAD-01376,S-CF6AA9C6EA98,V-87DFD4705C,2026-04-30 05:00:12,Landing Page,landing,/lp/campaign,2,track,page_view,0.1,Learn More,footer,,,,False,119.0,5,81,3,0.97,Mobile,Brave,Android 14,414x896,instagram,instagram,social,startup_apr,search,1,False,,Consideration
INT-035946,LEAD-01940,S-8A7AAA2B3C68,V-DFC2698FD8,2026-01-29 17:01:02,Resources,resources,/resources,2,track,page_view,0.08,Download PDF,,primary,,,False,6.0,7,45,3,0.41,Mobile,Safari,Android 14,375x667,organic,google,organic,bfsi_jan,social,2,True,5.0,Awareness
INT-072581,LEAD-OUTLIER-012,S-1E2FDA86D7A4,V-244B557B4B,2026-04-16 18:12:37,Pricing,pricing,/pricing,5,track,pricing_page_view,0.99,View Pricing,sidebar,,,,False,1391.0,87,24,7,0.74,Desktop,Chrome,Windows 11,1920x1080,linkedin,linkedin,social,,social,4,True,5.0,Evaluation
INT-036399,LEAD-01987,S-87F687B3549D,V-D3AB956F61,2026-02-10 11:46:23,Webinar,events,/webinar,3,track,page_view,0.09,Register Now,navbar,banner,webinar_register_form,3.0,False,1472.0,181,34,10,0.66,Mobile,Chrome,Android 14,390x844,organic,google,organic,healthcare_mar,search,1,False,,Awareness
INT-003426,LEAD-01593,S-96BF08B26F77,V-335B452906,2026-02-28 08:57:30,Changelog,product,/changelog,2,track,page_view,0.03,Watch Demo,inline,inline,,,False,653.0,194,79,11,0.93,Mobile,Chrome,Android 14,414x896,direct,,,retargeting,social,1,False,,Awareness
INT-031606,LEAD-01449,S-D682763A3AB9,V-D2E7DF5A74,2026-02-11 23:55:08,Webinar,events,/webinar,3,track,page_view,0.01,Register Now,footer,primary,webinar_register_form,3.0,False,805.0,272,42,6,0.68,Mobile,Firefox,Android 13,360x780,direct,,,startup_apr,,1,False,,Awareness
INT-032483,LEAD-01147,S-029E577BC85D,V-15B7C9692F,2026-04-24 03:54:31,ROI Calculator,tools,/roi-calculator,5,track,pricing_page_view,0.71,Watch Demo,inline,inline,,,False,858.0,30,90,10,0.67,Tablet,Opera,Android 14,820x1180,facebook,facebook,social,,referral,7,True,0.0,Evaluation
INT-041247,LEAD-00430,S-98A9C312AF24,V-BC7D7D2F5E,2026-04-11 11:43:01,Pricing,pricing,/pricing,5,track,pricing_page_view,0.78,View Pricing,navbar,primary,,,False,1390.0,185,62,7,0.4,Mobile,Firefox,Android 14,414x896,direct,google,,startup_apr,search,2,True,14.0,Awareness
INT-062526,LEAD-00577,S-5E4C80E72E48,V-8489DDA382,2026-04-01 04:57:09,Case Studies,social_proof,/case-studies,4,track,case_study_view,0.32,Try Free,hero,,,,False,424.0,50,46,10,0.6,Mobile,Chrome,iOS 16,375x667,linkedin,linkedin,social,startup_apr,email,9,True,2.0,Evaluation
INT-066503,LEAD-01800,S-753F8A051B61,V-81A8EFD16F,2026-01-22 00:46:38,Webinar,events,/webinar,3,track,webinar_registration,0.43,Register Now,,,webinar_register_form,2.0,True,686.0,178,15,8,0.37,Desktop,Edge,macOS Sonoma,1366x768,email_campaign,newsletter,email,bfsi_jan,direct,3,True,1.0,Awareness
INT-053909,LEAD-00281,S-04BCA6ED075E,V-20A238BB08,2026-02-03 05:12:36,Resources,resources,/resources,2,track,resource_view,0.08,,navbar,primary,,,False,464.0,130,70,2,0.35,Mobile,Chrome,Android 14,375x667,google,,cpc,bfsi_jan,referral,5,True,3.0,Evaluation
INT-050373,LEAD-01756,S-EAD95571D906,V-A0E55D726D,2026-04-11 08:50:04,Security,trust,/security,4,track,page_view,0.08,Book a Call,footer,primary,,,False,1515.0,84,29,7,0.34,Mobile,,Android 14,375x667,direct,partner,referral,healthcare_mar,social,1,False,,Awareness
INT-063845,LEAD-01454,S-5059D0A8F4A6,V-6C777EB6C9,2026-01-28 02:39:08,Docs,product,/docs,3,track,page_view,0.03,View Pricing,sidebar,,,,False,966.0,246,96,8,0.73,Mobile,Chrome,iOS 16,375x667,direct,,,retargeting,search,2,True,3.0,Awareness
INT-017532,LEAD-00578,S-7BCB9879FD76,V-B503521DDE,2026-05-16 10:48:58,Docs,product,/docs,3,track,page_view,0.04,View Pricing,,,,,False,1233.0,85,58,8,0.87,Desktop,Opera,Linux,1366x768,linkedin,linkedin,social,startup_apr,social,7,True,7.0,Evaluation
INT-035122,LEAD-00567,S-016CF6D7EF01,V-38F1CD6E46,2026-05-07 17:54:41,Case Studies,social_proof,/case-studies,4,track,scroll,0.04,,sidebar,primary,,,False,9.0,8,72,0,0.1,Desktop,Chrome,Windows 11,2560x1440,linkedin,,social,startup_founders,email,2,True,21.0,Awareness
INT-036073,LEAD-00515,S-0DA680D61631,V-CD245A13AB,2026-03-05 17:23:49,Pricing,pricing,/pricing,5,track,pricing_page_view,0.95,View Pricing,sidebar,,,,False,1446.0,103,43,4,0.68,Mobile,Firefox,Android 14,375x667,direct,linkedin,social,startup_founders,email,6,True,5.0,Evaluation
INT-051527,LEAD-00886,S-A30023C64327,V-5DDF01AFCD,2026-01-08 11:44:18,Testimonials,social_proof,/testimonials,4,track,page_view,0.03,Watch Demo,footer,secondary,,,False,761.0,102,75,2,0.73,Desktop,Chrome,Linux,1440x900,linkedin,linkedin,social,startup_apr,referral,2,True,3.0,Awareness
INT-039525,LEAD-00664,S-09F527209FDC,V-5831BD74BF,2026-03-01 03:43:18,Integrations,product,/integrations,3,track,page_view,0.02,View Pricing,footer,banner,,,False,786.0,177,65,12,0.51,Tablet,Edge,Android 14,1024x768,linkedin,linkedin,social,enterprise_q1,,7,True,1.0,Evaluation
INT-012348,LEAD-01622,S-7D9BCD334F08,V-40B966DCA3,2026-05-22 02:38:08,Pricing,pricing,/pricing,5,track,page_view,0.09,View Pricing,hero,,,,False,1048.0,223,24,1,0.44,Desktop,Chrome,macOS Ventura,2560x1440,referral,partner,,retargeting,search,8,True,3.0,Evaluation
INT-014216,LEAD-01745,S-AED631EC7D8A,V-4B2785FD2E,2026-05-04 13:05:32,Contact,conversion,/contact,5,track,page_view,0.04,Contact Sales,footer,primary,contact_form,1.0,False,10.0,2,82,3,0.39,Desktop,Safari,Windows 10,1440x900,referral,partner,referral,healthcare_mar,email,6,True,29.0,Consideration
INT-046984,LEAD-00564,S-745B3B104182,V-FFD89E8AE6,2026-03-13 12:51:37,Pricing,pricing,/pricing,5,track,pricing_page_view,0.9,View Pricing,sidebar,inline,,,False,651.0,202,98,6,0.83,Desktop,Firefox,Windows 11,2560x1440,direct,linkedin,,retargeting,search,9,True,6.0,Evaluation
INT-069429,LEAD-00137,S-C84240072F10,V-B2D5249B8E,2026-02-06 16:27:22,Case Studies,social_proof,/case-studies,4,track,page_view,0.01,Contact Sales,sidebar,secondary,,,False,662.0,19,44,7,0.34,Desktop,Chrome,Windows 10,2560x1440,google,google,,healthcare_mar,social,12,True,2.0,Awareness
INT-008747,LEAD-00475,S-45B2726CBD67,V-2B8EC9D5AB,2026-03-16 05:09:25,Blog,blog,/blog,2,track,blog_read,0.16,Watch Demo,,secondary,,,False,1213.0,107,70,4,0.61,Mobile,Chrome,iOS 16,360x780,google,google,cpc,startup_founders,email,4,True,4.0,Consideration
INT-011314,LEAD-00205,S-3517E8CEBAA1,V-B20C8EAABB,2026-03-11 04:40:51,Webinar,events,/webinar,3,track,webinar_registration,0.54,Register Now,footer,secondary,webinar_register_form,3.0,True,1646.0,75,34,10,0.75,Desktop,Chrome,Windows 11,1366x768,google,google,cpc,healthcare_mar,social,7,True,8.0,Consideration
INT-006943,LEAD-00755,S-E3D6498C167A,V-C087CA3002,2026-05-31 19:56:14,Security,trust,/security,4,track,page_view,0.02,Book a Call,navbar,,,,False,367.0,206,49,5,0.61,Tablet,Edge,iPadOS 17,820x1180,linkedin,linkedin,social,startup_apr,referral,11,True,0.0,Evaluation
INT-050445,LEAD-01652,S-66B33FA2184F,V-453F16009A,2026-04-20 01:20:32,Pricing,pricing,/pricing,5,track,pricing_page_view,0.71,View Pricing,inline,secondary,,,False,548.0,187,64,6,0.44,Mobile,Firefox,Android 13,390x844,referral,partner,referral,,email,1,False,,Awareness
INT-051785,LEAD-01864,S-B1766CFBA4C5,V-B5DA46C9E1,2026-05-04 07:48:01,Blog,blog,/blog,2,track,page_view,0.07,Download PDF,hero,inline,,,False,15.0,2,16,2,0.43,Mobile,Firefox,iOS 17,360x780,email_campaign,newsletter,email,retargeting,direct,2,True,24.0,Awareness
INT-055989,LEAD-00078,S-CC1EAF0F1C1B,V-AC621467E1,2026-05-11 15:36:21,Demo,conversion,/demo,6,track,page_view,0.07,Request Demo,sidebar,,demo_request_form,1.0,False,719.0,46,107,1,0.7,Mobile,,iOS 16,414x896,direct,google,cpc,retargeting,search,3,True,16.0,Awareness
INT-010756,LEAD-01770,S-5EF00BCB1D90,V-133B5291C7,2026-03-28 04:21:02,Contact,conversion,/contact,5,track,page_view,0.09,Contact Sales,,primary,contact_form,2.0,False,671.0,37,52,12,0.85,Desktop,Chrome,macOS Ventura,1366x768,email_campaign,newsletter,email,brand_awareness,email,9,True,0.0,Decision
INT-012529,LEAD-01907,S-97CB4904F35C,V-00FC7A32CE,2026-03-05 10:40:57,Pricing,pricing,/pricing,5,track,pricing_page_view,0.86,View Pricing,inline,secondary,,,False,658.0,280,16,12,0.37,Mobile,Opera,Android 13,360x780,organic,,organic,startup_founders,social,7,True,0.0,Evaluation
INT-022039,LEAD-01054,S-D968FD86BFD6,V-27FBE2609A,2026-04-25 06:03:23,Pricing,pricing,/pricing,5,track,pricing_page_view,0.89,View Pricing,footer,primary,,,False,557.0,269,38,10,0.92,Mobile,Chrome,iOS 16,360x780,facebook,facebook,,startup_founders,email,5,True,14.0,Evaluation
INT-072158,LEAD-00361,S-79D4233B3ECD,V-F9B69B76FB,2026-05-14 17:14:13,Resources,resources,/resources,2,track,resource_view,0.18,Download PDF,sidebar,primary,,,False,965.0,279,100,5,0.56,Desktop,Chrome,Windows 10,1366x768,google,google,cpc,retargeting,search,2,True,2.0,Awareness
INT-022825,LEAD-00026,S-56D759653AFC,V-5C66B4E9C1,2026-02-19 08:24:17,Docs,product,/docs,3,track,page_view,0.02,Register Now,hero,primary,,,False,67.0,62,23,9,0.55,Desktop,Safari,Linux,1366x768,direct,google,cpc,startup_founders,,7,True,1.0,Consideration
INT-031455,LEAD-01292,S-B108AA0812AF,V-2580AB81DB,2026-04-08 12:37:12,Security,trust,/security,4,track,page_view,0.05,Learn More,navbar,secondary,,,False,530.0,168,58,8,0.35,Mobile,Edge,Android 13,414x896,instagram,instagram,social,enterprise_q1,search,7,True,34.0,Decision
INT-018819,LEAD-00336,S-58B64463067D,V-4D97AC064A,2026-04-13 06:05:28,Resources,resources,/resources,2,track,resource_view,0.09,Download PDF,navbar,banner,,,False,678.0,245,70,2,0.81,Mobile,Firefox,iOS 17,360x780,google,google,cpc,startup_apr,social,6,True,15.0,Awareness
INT-008855,LEAD-00539,S-AF5F4D2C5601,V-C2FD72338F,2026-05-04 05:35:39,Demo,conversion,/demo,6,track,page_view,0.09,Request Demo,hero,banner,demo_request_form,3.0,False,1410.0,159,81,1,0.74,Mobile,Chrome,iOS 16,360x780,direct,,social,bfsi_jan,search,1,False,,Awareness
INT-005978,LEAD-00462,S-2A90C3D73632,V-2978016BC4,2026-05-31 21:29:29,Demo,conversion,/demo,6,track,page_view,0.05,Request Demo,navbar,inline,demo_request_form,2.0,False,1515.0,144,39,7,0.3,Mobile,Chrome,Android 13,390x844,google,google,cpc,startup_apr,,6,True,1.0,Consideration
INT-000774,LEAD-00646,S-267EC7111AEA,V-4911A65C41,2026-05-09 08:06:23,Pricing,pricing,/pricing,5,track,page_view,0.06,View Pricing,navbar,banner,,,False,650.0,287,93,1,0.91,Mobile,Chrome,Android 14,414x896,direct,,social,startup_apr,search,8,True,6.0,Decision
INT-058270,LEAD-01819,S-A6B1603D2658,V-13D8F77048,2026-06-03 00:00:00,Docs,product,/docs,3,track,page_view,0.05,Try Free,hero,banner,,,False,421.0,131,44,12,0.42,Mobile,Chrome,iOS 16,375x667,email_campaign,newsletter,email,startup_founders,referral,5,True,1.0,Consideration
INT-038782,LEAD-00513,S-6F678AB2DD65,V-8652CC0050,2026-02-23 12:37:00,Home,home,/,1,track,page_view,0.03,Try Free,hero,inline,,,False,872.0,198,68,9,0.43,Desktop,,Linux,2560x1440,linkedin,,social,enterprise_q1,social,3,True,5.0,Consideration
INT-033270,LEAD-00087,S-70B084C1EF05,V-E4344FE6F6,2026-04-06 08:05:36,Features,product,/features,3,track,page_view,0.05,Read Case Study,,secondary,,,False,377.0,219,37,9,0.89,Mobile,Chrome,iOS 17,390x844,google,google,cpc,startup_apr,search,4,True,2.0,Evaluation
INT-060034,LEAD-00689,S-F5284A430B6A,V-BC77E14835,2026-01-21 17:16:08,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.01,Request Demo,inline,inline,,,False,764.0,207,37,5,0.46,Mobile,Chrome,Android 14,360x780,linkedin,linkedin,social,brand_awareness,email,3,True,3.0,Awareness
INT-000197,LEAD-00012,S-7FA71D054CF9,V-393733171C,2026-02-14 07:08:16,Demo,conversion,/demo,6,track,demo_request,0.81,Request Demo,footer,secondary,demo_request_form,2.0,True,496.0,137,57,3,0.63,Mobile,Edge,Android 13,375x667,direct,google,cpc,bfsi_jan,direct,12,True,1.0,Decision
INT-008493,LEAD-01534,S-9D437797AF70,V-F9E9A9A199,2026-04-11 21:07:51,Free Trial,conversion,/free-trial,6,track,page_view,0.09,Try Free,sidebar,banner,free_trial_form,1.0,False,513.0,88,58,3,0.92,Mobile,Chrome,Android 14,360x780,direct,,,enterprise_q1,,24,True,1.0,Decision
INT-060919,LEAD-00674,S-9CF84E158239,V-BB518B4BE0,2026-05-11 19:27:20,ROI Calculator,tools,/roi-calculator,5,track,page_view,0.08,Register Now,footer,,,,False,1230.0,224,43,10,0.31,Mobile,Chrome,iOS 16,414x896,linkedin,linkedin,social,startup_apr,search,6,True,9.0,Evaluation
INT-018503,LEAD-01603,S-48789FE478F7,V-C8ED504FDC,2026-04-02 04:00:10,Testimonials,social_proof,/testimonials,4,track,page_view,0.07,,sidebar,,,,False,811.0,236,47,3,0.33,Mobile,Chrome,iOS 16,414x896,referral,partner,referral,,,1,False,,Awareness
INT-051733,LEAD-01788,S-CF8D7964B0F3,V-47C22E23F1,2026-05-14 10:37:46,Pricing,pricing,/pricing,5,track,pricing_page_view,1.0,View Pricing,hero,,,,False,1617.0,295,22,4,0.97,Tablet,Chrome,Windows 11,820x1180,direct,newsletter,email,retargeting,referral,7,True,4.0,Evaluation
INT-022176,LEAD-01920,S-3C0EA2DFB026,V-849265982C,2026-04-24 01:00:28,Resources,resources,/resources,2,track,resource_view,0.06,Download PDF,inline,inline,,,False,100.0,30,54,3,0.45,Mobile,Chrome,iOS 16,414x896,direct,google,,retargeting,referral,3,True,13.0,Awareness
INT-072761,LEAD-OUTLIER-017,S-E0F78FF7C4A6,V-D774BEA64E,2026-03-24 08:53:07,Features,product,/features,3,track,page_view,0.08,View Pricing,sidebar,secondary,,,False,66.0,180,77,3,0.61,Mobile,Chrome,iOS 17,390x844,organic,google,organic,bfsi_jan,direct,3,True,9.0,Consideration
INT-018499,LEAD-01603,S-48789FE478F7,V-C8ED504FDC,2026-04-02 03:48:44,Free Trial,conversion,/free-trial,6,track,page_view,0.02,Try Free,footer,inline,free_trial_form,1.0,False,811.0,300,52,3,0.49,Mobile,Chrome,iOS 16,414x896,referral,partner,referral,,email,1,False,,Awareness
INT-049210,LEAD-01766,S-BBFB0448E6AE,V-F5BFE9CFB8,2026-05-14 18:04:27,Pricing,pricing,/pricing,5,track,pricing_page_view,0.75,View Pricing,footer,secondary,,,False,1599.0,89,97,9,0.53,Desktop,Chrome,Linux,1366x768,email_campaign,newsletter,email,startup_founders,,5,True,2.0,Consideration
INT-005263,LEAD-00844,S-9356D7CA8DB3,V-DC968245A9,2026-03-02 05:49:28,Webinar,events,/webinar,3,track,page_view,0.05,Register Now,,primary,webinar_register_form,2.0,False,254.0,119,98,11,0.7,Desktop,Edge,Windows 11,1366x768,linkedin,,social,startup_founders,direct,5,True,0.0,Consideration
